CharacterClass,PointsAvailable,ElapsedSeconds,PopulationSize,MaxGenerations,ParentsSelection,Crossover,Mutation,NewGenerationSelection,SolutionScoreForEVE
warrior,160,2.5547072887420654,200,250,boltzmann,uniform,multigen,elite,45.19597456319969
warrior,160,2.328718423843384,200,250,boltzmann,uniform,multigen,elite,45.195974563199876
warrior,160,2.633592367172241,200,250,boltzmann,uniform,multigen,elite,45.195974563197254
warrior,160,2.5292181968688965,200,250,boltzmann,uniform,multigen,elite,45.195974563185686
warrior,200,2.7020931243896484,200,250,boltzmann,uniform,multigen,elite,61.457521905824365
warrior,200,2.307025909423828,200,250,boltzmann,uniform,multigen,elite,61.45752190582432
warrior,200,2.5531742572784424,200,250,boltzmann,uniform,multigen,elite,61.45752190579678
warrior,200,2.4186599254608154,200,250,boltzmann,uniform,multigen,elite,61.457521905824365
warrior,200,3.0629799365997314,200,250,boltzmann,uniform,multigen,elite,61.457521905823114
warrior,200,2.556436777114868,200,250,boltzmann,uniform,multigen,elite,61.45752190582416
warrior,200,2.299842119216919,200,250,boltzmann,uniform,multigen,elite,61.457521905824336
warrior,200,2.7005839347839355,200,250,boltzmann,uniform,multigen,elite,61.45752190582257
warrior,200,2.5095467567443848,200,250,boltzmann,uniform,multigen,elite,61.45752190581837
warrior,200,2.742910146713257,200,250,boltzmann,uniform,multigen,elite,61.45752190582065
warrior,200,2.401435136795044,200,250,boltzmann,uniform,multigen,elite,61.457521905823896
warrior,200,2.8316750526428223,200,250,boltzmann,uniform,multigen,elite,61.457521905823306
warrior,200,2.4372615814208984,200,250,boltzmann,uniform,multigen,elite,61.45752190572489
warrior,200,2.620870590209961,200,250,boltzmann,uniform,multigen,elite,61.45752190582395
warrior,200,2.473353624343872,200,250,boltzmann,uniform,multigen,elite,61.4575219058241
warrior,200,2.6504225730895996,200,250,boltzmann,uniform,multigen,elite,61.457521905819554
warrior,200,2.3333191871643066,200,250,boltzmann,uniform,multigen,elite,61.4575219058129
warrior,200,2.6801960468292236,200,250,boltzmann,uniform,multigen,elite,61.45752190582437
warrior,200,2.36723256111145,200,250,boltzmann,uniform,multigen,elite,61.4575219058244
warrior,200,2.517714262008667,200,250,boltzmann,uniform,multigen,elite,61.45752190582439
warrior,200,2.320721387863159,200,250,boltzmann,uniform,multigen,elite,61.45752190582297
warrior,200,2.628190517425537,200,250,boltzmann,uniform,multigen,elite,61.45752190582386
warrior,200,2.2672884464263916,200,250,boltzmann,uniform,multigen,elite,61.45752190582344
warrior,200,2.5500879287719727,200,250,boltzmann,uniform,multigen,elite,61.457521905824294
warrior,200,2.4329309463500977,200,250,boltzmann,uniform,multigen,elite,61.457521905824294
